"route_id","service_id","trip_id","trip_headsign","shape_id"
"34","HOLIDAY","509987","Прослав 1","6657"
"34","HOLIDAY","509988","Прослав 1","6657"
"34","HOLIDAY","509989","Прослав 1","6657"
"34","HOLIDAY","509990","Прослав 1","6657"
"34","HOLIDAY","509992","Прослав 1","6657"
"34","HOLIDAY","509993","Прослав 1","6657"
"34","HOLIDAY","509995","Прослав 1","6657"
"34","HOLIDAY","509996","Прослав 1","6657"
"34","HOLIDAY","509997","Прослав 1","6657"
"34","HOLIDAY","509999","Прослав 1","6657"
"34","HOLIDAY","510000","Прослав 1","6657"
"34","HOLIDAY","510002","Прослав 1","6657"
"34","HOLIDAY","510003","Прослав 1","6657"
"34","HOLIDAY","510005","Прослав 1","6657"
"34","HOLIDAY","510006","Прослав 1","6657"
"34","HOLIDAY","510007","Прослав 1","6657"
"34","HOLIDAY","510009","Прослав 1","6657"
"34","HOLIDAY","510010","Прослав 1","6657"
"34","HOLIDAY","510012","Прослав 1","6657"
"34","HOLIDAY","510013","Прослав 1","6657"
"34","HOLIDAY","510014","Прослав 1","6657"
"34","HOLIDAY","510016","Прослав 1","6657"
"34","HOLIDAY","510017","Прослав 1","6657"
"34","HOLIDAY","510019","Прослав 1","6657"
"34","HOLIDAY","510020","Прослав 1","6657"
"34","HOLIDAY","510022","Прослав 1","6657"
"34","HOLIDAY","510023","Прослав 1","6657"
"34","HOLIDAY","510024","Прослав 1","6657"
"34","HOLIDAY","510026","Прослав 1","6657"
"34","HOLIDAY","510027","Прослав 1","6657"
"34","HOLIDAY","510029","Прослав 1","6657"
"34","HOLIDAY","510030","Прослав 1","6657"
"34","HOLIDAY","510031","Прослав 1","6657"
"34","HOLIDAY","510033","Прослав 1","6657"
